politican_1,politican_2,legislative_collaboration,num_common_sponership_compaines_tickets,common_116_congress_committees,legislative_collaboration_evidence
Earl Blumenauer,Justin Amash,True,0,[],H.R.1423 - Amash and Blumenauer co-sponsored the bill To amend the Internal Revenue Code of 1986 to repeal the excise tax on high cost employer-sponsored health coverage.
Earl Blumenauer,Katherine M. Clark,True,0,"[""Ways and Means"", ""House Budget""]",Both co-sponsored H.R.5687 - Emergency Rental Assistance Act of 2020.
Earl Blumenauer,Kathy Castor,True,0,"[""Energy and Commerce Committee""]",H.Res.777
Earl Blumenauer,"King, Angus",True,0,[],H.R.5597: Maine Woods National Monument Act
Earl Blumenauer,Kevin Hern,True,0,[],"Both co-sponsored H.R.5599 - To amend the Internal Revenue Code of 1986 to extend the funding source for the Sport Fish Restoration and Boating Trust Fund, and for other purposes."
Earl Blumenauer,Lloyd Doggett,True,0,"[""Ways and Means""]",H.R.1425 - State Health Care Premium Reduction Act
Earl Blumenauer,Lois Frankel,True,0,"[""Ways and Means"", ""Budget""]",H.Res.779
Earl Blumenauer,"Loeffler, Kelly",True,0,[],H.R.1423 - Portland Harbor Superfund Cleanup Act of 2019
Earl Blumenauer,Mark Dr Green,True,0,"[""House Energy and Commerce Committee""]",H.R.1418 - Veterans Equal Access Act
Earl Blumenauer,Michael Garcia,False,0,[],
Earl Blumenauer,"McConnell, A. Mitchell Jr.",True,0,[],H.R.1418 - Hemp Access and Consumer Protection Act of 2019
Earl Blumenauer,Mark Green,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Earl Blumenauer,Michael K. Simpson,True,0,[],H.R.1423 - Columbia River Basin Restoration Act
Earl Blumenauer,Mikie Sherrill,True,0,"[""Science, Space, and Technology"", ""Transportation and Infrastructure""]",H.Res.774
Earl Blumenauer,Mo Brooks,True,0,[],H.R.540
Earl Blumenauer,Michael Patrick Guest,True,0,"[""Transportation and Infrastructure""]",H.R.1423 - Hemp and Hemp-Derived CBD Consumer Protection Act of 2019
Earl Blumenauer,"Moran, Jerry",True,0,[],Both were co-sponsors of H.R.1418 - Veteran Treatment Court Coordination Act of 2019.
Earl Blumenauer,Nancy Pelosi,True,0,[],H.R.2 - Bipartisan Budget Act of 2019
Earl Blumenauer,"Perdue, David",True,0,[],"Both were co-sponsors of S.Res.471: A resolution designating November 2019 as ""National Pancreatic Cancer Awareness Month""."
Earl Blumenauer,Peter Welch,True,0,"[""Ways and Means"", ""Energy and Commerce""]","Both co-sponsored H.R.540, the Affordable Insulin Now Act."
Earl Blumenauer,"Peters, Gary",True,0,"[""Commerce, Science, and Transportation""]",Both were co-sponsors of H.R.1423 - Stop Sexual Harassment in Transportation Act
Earl Blumenauer,Richard W. Allen,True,0,[],H.R.1423
Earl Blumenauer,Raúl M. Grijalva,True,0,"[""Ways and Means"", ""Natural Resources""]",H.R.5435: Northwest Forest Workers Community Assistance Act of 2020
Earl Blumenauer,Robert E. Latta,True,0,"[""Energy and Commerce Committee""]","H.R.5434 - To designate the facility of the United States Postal Service located at 110 West Main Cross Street in Findlay, Ohio, as the 'Michael Garver Oxley Memorial Post Office Building'."
Earl Blumenauer,Rick Larsen,True,0,"[""Ways and Means"", ""Transportation and Infrastructure""]",H.Res.418
Earl Blumenauer,Robert J. Wittman,True,0,"[""Transportation and Infrastructure""]",H.R.1417 - Coast Guard Authorization Act of 2019
Earl Blumenauer,"Roberts, Pat",False,0,[],
Earl Blumenauer,Roger W. Marshall,True,0,[],H.R.1417 - Veterinary Medicine Loan Repayment Program Enhancement Act
Earl Blumenauer,"Sullivan, Dan",True,0,[],Both co-sponsored S.Res.471 - A resolution recognizing the importance of the Arctic region to the future of the United States and reaffirming the commitment of the Senate to addressing the needs of the Arctic.
Earl Blumenauer,Susan A. Davis,True,0,"[""Ways and Means""]",H.Res.77
Earl Blumenauer,Susan W. Brooks,True,0,"[""Ways and Means"", ""Energy and Commerce""]",H.R.1417: Safe Routes to School Act of 2019
Earl Blumenauer,Suzan K. Delbene,True,0,"[""Ways and Means""]",H.R.1423 - Portland Harbor Superfund Cleanup Act of 2019
Earl Blumenauer,Susie Lee,True,0,"[""Ways and Means"", ""Transportation and Infrastructure""]","H.R.5594: To amend the Internal Revenue Code of 1986 to extend the funding source for the Sport Fish Restoration and Boating Trust Fund, and for other purposes."
Earl Blumenauer,Thomas Suozzi,True,0,"[""Ways and Means""]",H.Res.676 - Recognizing the significance of infrastructure to the United States.
Earl Blumenauer,Tom Malinowski,True,0,"[""Ways and Means""]","Both co-sponsored H.Res. 834, Condemning the Government of Iran’s state-sponsored repression of protests and expression of dissent."
Earl Blumenauer,Tom Rice,True,0,"[""Ways and Means""]",H.Res.68
Earl Blumenauer,"Toomey, Pat",True,0,[],Both were co-sponsors of H.R.1418 - Veteran Treatment Court Coordination Act of 2019.
Earl Blumenauer,"Toomey, Patrick",True,0,"[""Ways and Means Committee"", ""Finance Committee""]",H.R.5404 - Bicycle Commuter Act of 2019
Earl Blumenauer,Virginia Foxx,True,0,"[""Education and Labor""]",H.R.1423 - End Taxpayer Subsidies for Stadiums Act of 2019
Earl Blumenauer,W. Greg Steube,True,0,[],H.Res.862
Earl Blumenauer,Warren Davidson,True,0,[],"Both co-sponsored H.R.5404 - To amend the Internal Revenue Code of 1986 to extend the funding source for the Oil Spill Liability Trust Fund, and for other purposes."
Earl Blumenauer,"Wicker, Roger",True,0,[],H.R.1418 - Bicycle Commuter Act of 2019
Earl Blumenauer,"Whitehouse, Sheldon",True,0,"[""Senate Committee on Finance"", ""Senate Committee on Budget""]",S.3091: Clean Energy for America Act
Earl Blumenauer,"Wyden, Ron",True,0,"[""Ways and Means"", ""Finance""]",H.R.1423 - Portland Harbor Superfund Cleanup Act of 2019
Earl Blumenauer,William R. Timmons Iv,True,0,[],H.R.1423 - Dignity in Aging Act of 2019
Ed Perlmutter,Greg Gianforte,True,0,[],"H.R.133: Consolidated Appropriations Act, 2021. Both Perlmutter and Gianforte voted in favor."
Ed Perlmutter,Garret Graves,True,0,[],"H.R.1420 - To designate the facility of the United States Postal Service located at 149 Main Street in Chatom, Alabama, as the ""Tom Figures Post Office"". Garret Graves was a cosponsor to this bill introduced by Ed Perlmutter."
Ed Perlmutter,Gilbert Cisneros,True,0,"[""Financial Services""]",H.R.1423 - Veterans Treatment Court Coordination Act of 2019
Earl Blumenauer,Zoe Lofgren,True,0,"[""Ways and Means"", ""Judiciary""]",Both co-sponsored H.R.1423 - Portland Harbor Superfund Cleanup Act of 2019.
Ed Perlmutter,James E Hon Banks,True,0,"[""Financial Services""]",Both co-sponsored H.R.1423 - Fallen Journalists Memorial Act.
Ed Perlmutter,Harley E. Rouda Jr.,True,0,"[""Financial Services""]",H.R.1423 - SAFE Banking Act of 2019
Ed Perlmutter,James E. Banks,False,0,[],
Ed Perlmutter,"Hoeven, John",True,0,[],H.Res. 84
Ed Perlmutter,James R. Langevin,True,0,"[""Financial Services Committee""]",Both Perlmutter and Langevin co-sponsored H.R.4334 - Insider Trading Prohibition Act.
Ed Perlmutter,James French Hill,True,0,"[""Financial Services Committee""]","Both Perlmutter and Hill co-sponsored H.R. 4996, the ""Financial Technology Innovation Act of 2019""."
Ed Perlmutter,John A. Yarmuth,True,0,"[""Budget"", ""Ways and Means""]",H.Res.78
Ed Perlmutter,Joe Courtney,True,0,"[""Financial Services"", ""Armed Services""]",Both co-sponsored H.R.1418 - Veteran Treatment Court Coordination Act of 2019.
Ed Perlmutter,John Curtis,True,0,[],H.R.5379 - Improving Corporate Governance Through Diversity Act of 2019
Ed Perlmutter,John Rutherford,True,0,"[""Financial Services"", ""Veterans' Affairs""]",H.Res.78
Ed Perlmutter,Josh Gottheimer,True,0,[],H.Res.783
Ed Perlmutter,Justin Amash,False,0,[],
Ed Perlmutter,K. Michael Conaway,True,0,[],H.R.1418 - Veterans Treatment Court Coordination Act of 2019
Ed Perlmutter,Katherine M. Clark,True,0,[],"Both co-sponsored H.Res.676, Condemning hate crimes and denouncing White nationalism."
Ed Perlmutter,Kevin Hern,True,0,[],H.Res. 878
Ed Perlmutter,Kathy Castor,True,0,[],"H.Res.41 (Expressing the sense of the House of Representatives that the United States should establish a national goal of achieving 100 percent clean, renewable energy by 2050)"
Ed Perlmutter,"King, Angus",True,0,[],H.R.1423 - Colorado River Drought Contingency Plan Authorization Act
Ed Perlmutter,Lloyd Doggett,True,0,"[""Ways and Means""]",Both co-sponsored H.R. 1311 - Benigno and Corazon Aquino Human Rights Documentation Act of 2019.
Ed Perlmutter,"Loeffler, Kelly",False,0,[],
Ed Perlmutter,Lois Frankel,True,0,"[""Financial Services"", ""Foreign Affairs""]",H.Res.41
Ed Perlmutter,Mark Dr Green,True,0,[],H.Res.784: Expressing the sense of the House of Representatives that the United States should offer to host the 2027 World University Games.
Ed Perlmutter,"McConnell, A. Mitchell Jr.",True,0,[],"H.R.133: Consolidated Appropriations Act, 2021"
Ed Perlmutter,Mark Green,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Ed Perlmutter,Michael Garcia,True,0,[],H.Res.1381
Ed Perlmutter,Michael K. Simpson,True,0,"[""Financial Services Committee""]",H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Ed Perlmutter,Mo Brooks,True,0,[],H.Res. 246
Ed Perlmutter,Mikie Sherrill,True,0,"[""Science, Space, and Technology""]",H.Res.676
Ed Perlmutter,Michael Patrick Guest,True,0,[],H.Res. 246: Expressing the sense of the House of Representatives that the Special Counsel should make the full report on Russian interference in the 2016 United States election available to the public.
Ed Perlmutter,"Moran, Jerry",True,0,"[""Appropriations""]",Both Perlmutter and Moran co-sponsored H.R.1418 - Veteran Treatment Court Coordination Act of 2019.
Ed Perlmutter,Peter Welch,True,0,[],Both cosponsored H.R.5687 - Emergency Rental Assistance Act of 2020.
Ed Perlmutter,Nancy Pelosi,True,0,[],H.R.1425 - State Health Care Premium Reduction Act
Ed Perlmutter,"Perdue, David",True,0,[],"H.Res.41 (Recognizing the month of April 2019 as ""Second Chance Month"" to provide opportunities for individuals with criminal records to reenter society.)"
Ed Perlmutter,"Peters, Gary",True,0,[],H.R.1425 - State Health Care Premium Reduction Act
Ed Perlmutter,Rick Larsen,True,0,"[""Financial Services"", ""Transportation and Infrastructure""]",H.Res. 675
Ed Perlmutter,Richard W. Allen,True,0,[],H.R.1423 - Veterans Treatment Court Coordination Act of 2019
Ed Perlmutter,Raúl M. Grijalva,True,0,[],H.R.5430 - Colorado River Drought Contingency Plan Authorization Act
Ed Perlmutter,Robert E. Latta,True,0,[],H.R.1417 - American Innovation and Choice Online Act
Ed Perlmutter,"Roberts, Pat",True,0,[],"Both were co-sponsors of S.Res.331: A resolution designating September 2019 as ""National Prostate Cancer Awareness Month""."
Ed Perlmutter,Roger W. Marshall,True,0,[],H.R.1418 - Veterans Treatment Court Coordination Act of 2019
Ed Perlmutter,Robert J. Wittman,True,0,"[""House Armed Services Committee""]",H.R.1418 - Veterans Treatment Court Coordination Act of 2019
Ed Perlmutter,Susan A. Davis,True,0,"[""House Armed Services Committee""]",H.Res.417
Ed Perlmutter,Susan W. Brooks,True,0,"[""Committee on Ethics""]",H.R.4996
Ed Perlmutter,"Sullivan, Dan",True,0,[],"Both co-sponsored S.Res.505 - A resolution designating the week of March 8, 2020, through March 14, 2020, as ""National Girl Scout Week""."
Ed Perlmutter,Susie Lee,True,0,[],H.R.1423 - Veterans Treatment Court Coordination Act of 2019
Ed Perlmutter,Suzan K. Delbene,True,0,"[""Financial Services Committee""]",H.R.1423 - SAFE Banking Act of 2019
Ed Perlmutter,Tom Malinowski,True,0,[],Both Perlmutter and Malinowski co-sponsored H.R.1423 - Fallen Journalists Memorial Act.
Ed Perlmutter,Tom Rice,True,0,[],H.Res. 246
Ed Perlmutter,Thomas Suozzi,True,0,"[""Financial Services""]",H.Res. 41 (Expressing the sense of the House of Representatives that the United States should establish a national goal of achieving net-zero greenhouse gas emissions through a set of policies and investments to create a climate-resilient economy)
Ed Perlmutter,W. Greg Steube,True,0,[],H.R.1423
Ed Perlmutter,"Toomey, Pat",True,0,[],H.R.1418 - SAFE Banking Act
Ed Perlmutter,Virginia Foxx,True,0,"[""Financial Services Committee""]",H.Res. 246: Expressing the sense of the House of Representatives that the Special Olympics enriches our communities and that Congress should continue to support the Special Olympics.
Ed Perlmutter,"Toomey, Patrick",True,0,[],H.R.1418
Ed Perlmutter,Warren Davidson,True,0,[],H.Res. 877
Ed Perlmutter,"Whitehouse, Sheldon",True,0,[],Both co-sponsored H.Res.65
Ed Perlmutter,"Wicker, Roger",True,0,[],H.Res.85
Ed Perlmutter,William R. Timmons Iv,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Ed Perlmutter,"Wyden, Ron",True,0,[],H.R.1425 - State Health Care Premium Reduction Act
Ed Perlmutter,Zoe Lofgren,True,0,[],H.Res.414
Garret Graves,Greg Gianforte,True,0,"[""Transportation and Infrastructure""]","H.R.142 - Coastal Habitat Assessment, Restoration, and Protection Act"
Garret Graves,Harley E. Rouda Jr.,True,0,"[""Transportation and Infrastructure""]",H.R.142 - Coastal and Marine Economies Protection Act
Garret Graves,Gilbert Cisneros,True,0,"[""Transportation and Infrastructure""]","Both co-sponsored H.R.5395 - To designate the facility of the United States Postal Service located at 1350 West Bay Avenue in Newport Beach, California, as the ""Michelle Steel Post Office""."
Garret Graves,James E. Banks,False,0,[],
Garret Graves,James E Hon Banks,True,0,[],H.R.142
Garret Graves,"Hoeven, John",True,0,"[""Appropriations"", ""Energy and Natural Resources"", ""Agriculture, Nutrition, and Forestry"", ""Water Resources and Environment Subcommittee""]",Both were co-sponsors of S.4114: A bill to amend the Gulf of Mexico Energy Security Act of 2006 to permanently extend the moratorium on leasing in certain areas of the Gulf of Mexico.
Garret Graves,James French Hill,True,0,"[""Financial Services"", ""Transportation and Infrastructure""]",H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Garret Graves,James R. Langevin,True,0,"[""Transportation and Infrastructure"", ""Armed Services""]",H.R.535
Garret Graves,Joe Courtney,True,0,"[""Transportation and Infrastructure"", ""Armed Services""]","H.R.5126 - To amend the Magnuson-Stevens Fishery Conservation and Management Act to improve the management of fisheries, and for other purposes."
Garret Graves,John A. Yarmuth,True,0,"[""Transportation and Infrastructure"", ""Budget""]",H.R.1423 - Disaster Recovery Reform Act of 2019
Garret Graves,John Rutherford,True,0,"[""Transportation and Infrastructure""]",Both representatives co-sponsored H.R.5608 - Coastal Barrier Resources System Flood Insurance Reform Act of 2020.
Garret Graves,Justin Amash,False,0,[],
Garret Graves,John Curtis,True,0,"[""Natural Resources""]",Both Representatives co-sponsored H.R.5598 - To amend the Gulf of Mexico Energy Security Act of 2006 to permanently extend the moratorium on leasing in certain areas of the Gulf of Mexico.
Garret Graves,Josh Gottheimer,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Garret Graves,Katherine M. Clark,True,0,[],H.Res.844
Garret Graves,Kathy Castor,True,0,"[""Energy and Commerce Committee"", ""Transportation and Infrastructure Committee""]",H.R.5675: Coastal Spine Study Act
Garret Graves,K. Michael Conaway,True,0,"[""Agriculture"", ""Transportation and Infrastructure""]",H.R.5609 - To amend the Internal Revenue Code of 1986 to extend the funding rate for pension plans.
Garret Graves,Kevin Hern,True,0,"[""Transportation and Infrastructure"", ""Natural Resources""]",Both Representatives co-sponsored H.R.5986 - To amend the Gulf of Mexico Energy Security Act of 2006 to repeal the sunset provision for the disposition of qualified outer Continental Shelf revenues.
Garret Graves,"King, Angus",True,0,"[""Commerce, Science, and Transportation"", ""Energy and Natural Resources""]",Both co-sponsored S.3118: A bill to amend the Magnuson-Stevens Fishery Conservation and Management Act to improve the management of red snapper.
Garret Graves,"Loeffler, Kelly",True,0,"[""Agriculture, Nutrition, and Forestry"", ""Commerce, Science, and Transportation""]","Both were co-sponsors of S.Res.478: A resolution designating January 2020 as ""National Human Trafficking Prevention Month""."
Garret Graves,Lloyd Doggett,True,0,"[""Transportation and Infrastructure"", ""Ways and Means""]",Both co-sponsored H.R.1423 - Coastal Barrier Resources System Flood Insurance Reform Act
Garret Graves,Lois Frankel,True,0,"[""Transportation and Infrastructure"", ""Foreign Affairs""]",H.Res.772: Recognizing the importance of addressing the mental health needs of students and other young people.
Garret Graves,Mark Green,True,0,"[""Transportation and Infrastructure"", ""Homeland Security""]",H.Res. 21
Garret Graves,Mark Dr Green,True,0,"[""House Transportation and Infrastructure Committee""]",H.R.1423 - Disaster Declaration Improvement Act of 2019
Garret Graves,Michael Garcia,False,0,[],
Garret Graves,"McConnell, A. Mitchell Jr.",True,0,"[""Transportation and Infrastructure"", ""Senate Committee on Agriculture, Nutrition, and Forestry""]","Both Graves and McConnell co-sponsored S.Res.478: A resolution designating the week of November 15, 2020, through November 21, 2020, as ""National Farm-City Week""."
Garret Graves,Michael K. Simpson,True,0,"[""Transportation and Infrastructure"", ""Appropriations""]","H.R.5665: To designate the facility of the United States Postal Service located at 123 East Main Street in Port Jefferson, New York, as the ""Congressman John Thomas 'JT' Dye Memorial Post Office Building""."
Garret Graves,Michael Patrick Guest,True,0,"[""Transportation and Infrastructure""]","Both representatives co-sponsored H.R.5609 - To amend the Gulf of Mexico Energy Security Act of 2006 to modify the disposition of qualified outer Continental Shelf revenues, and for other purposes."
Garret Graves,Mikie Sherrill,True,0,"[""Transportation and Infrastructure""]",H.R.5607 - Coastal Barrier Resources System Flood Insurance Reform Act
Garret Graves,Mo Brooks,True,0,[],"Both representatives co-sponsored H.R.5395 - To designate the facility of the United States Postal Service located at 133 Hare Road in Crosby, Texas, as the ""Jonathon Daniel McFall Post Office Building""."
Garret Graves,"Perdue, David",True,0,[],"Both were co-sponsors of S.Res.503: A resolution designating the week of March 15, 2020, as ""National Agriculture Week""."
Garret Graves,"Moran, Jerry",True,0,[],Both Representatives co-sponsored H.R.5982 - Supporting Veterans in STEM Act.
Garret Graves,Peter Welch,True,0,"[""Energy and Commerce Committee""]",Both cosponsored H.R.1420 - Investing in American Energy Act
Garret Graves,Nancy Pelosi,True,0,[],"H.R.1 - For the People Act of 2019. Both Graves and Pelosi were involved in the passage of this bill, although they ultimately disagreed on its final form, they both participated in hearings and debates related to it."
Garret Graves,Raúl M. Grijalva,True,0,[],H.R.5126 - Coastal Barrier Resources System Flood Insurance Reform Act of 2019
Garret Graves,"Peters, Gary",True,0,"[""Transportation and Infrastructure"", ""Commerce, Science, and Transportation""]","Both were co-sponsors of H.R.133 - Consolidated Appropriations Act, 2021."
Garret Graves,Richard W. Allen,True,0,[],H.R.1423 - Coastal Barrier Resources System Flood Insurance Reform Act of 2019
Garret Graves,Rick Larsen,True,0,"[""Transportation and Infrastructure""]",H.R.5434 - Coastal Barrier Resources System Flood Insurance Reform Act of 2019
Garret Graves,Robert E. Latta,True,0,"[""Energy and Commerce Committee""]",H.R.4979 - American Broadband Buildout Act of 2019
Garret Graves,Robert J. Wittman,True,0,"[""Armed Services"", ""Natural Resources""]","H.R.5602 - To amend the Magnuson-Stevens Fishery Conservation and Management Act to improve the management of red snapper in the Gulf of Mexico, and for other purposes."
Garret Graves,"Roberts, Pat",True,0,"[""Agriculture"", ""Finance""]","H.R.4784 - To amend the Internal Revenue Code of 1986 to extend the funding source for the Oil Spill Liability Trust Fund, and for other purposes."
Garret Graves,Roger W. Marshall,True,0,"[""Transportation and Infrastructure"", ""Agriculture""]","H.R.5717: To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to allow the President to provide assistance to individuals and households affected by major disasters, and for other purposes."
Garret Graves,"Sullivan, Dan",True,0,"[""Committee on Commerce, Science, and Transportation""]","Both were co-sponsors of S.4127: A bill to amend the Gulf of Mexico Energy Security Act of 2006 to lift the moratorium on Outer Continental Shelf Lease Sales 181 South, 189, 191, 220, 224, and 229, and for other purposes."
Garret Graves,Susan A. Davis,True,0,"[""Armed Services"", ""Transportation and Infrastructure""]","H.R.5682 - To designate the facility of the United States Postal Service located at 430 Main Street in Brawley, California, as the ""Norma Torres Post Office""."
Garret Graves,Susan W. Brooks,True,0,"[""Energy and Commerce Committee""]",H.R.4176 - Coastal Barrier Resources System Flood Insurance Reform Act of 2019
Garret Graves,Susie Lee,True,0,"[""Transportation and Infrastructure""]",H.R.1423 - Disaster Recovery Reform Act of 2019
Garret Graves,Suzan K. Delbene,True,0,"[""Transportation and Infrastructure"", ""Ways and Means""]","H.R.1423 - Coastal Habitat Assessment, Restoration, and Protection Act"
Garret Graves,Thomas Suozzi,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Coastal Habitat Restoration Act of 2019
Garret Graves,Tom Malinowski,True,0,"[""Transportation and Infrastructure"", ""Foreign Affairs""]",Both representatives co-sponsored H.R.5434 - Coastal Spine Study Authorization Act.
Garret Graves,Tom Rice,True,0,"[""Transportation and Infrastructure""]",H.R.1423 - Disaster Declaration Improvement Act of 2019
Garret Graves,"Toomey, Patrick",True,0,[],H.R.5671: Toomey and Graves co-sponsored the Great American Outdoors Act.
Garret Graves,"Toomey, Pat",True,0,[],Both were co-sponsors of H.R.1327 - To amend the Gulf of Mexico Energy Security Act of 2006 to permanently extend the moratorium on leasing in certain areas of the Gulf of Mexico.
Garret Graves,Virginia Foxx,True,0,[],H.R.6395 - William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021
Garret Graves,W. Greg Steube,True,0,[],H.R.1423 - Disaster Declaration Improvement Act of 2019
Garret Graves,Warren Davidson,True,0,[],"Both co-sponsored H.R. 1327: Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act."
Garret Graves,"Whitehouse, Sheldon",True,0,[],Both were co-sponsors of H.R.5544 - Coastal Barrier Resources System Flood Insurance Reform Act
Garret Graves,William R. Timmons Iv,True,0,[],"H.R.133: Consolidated Appropriations Act, 2021"
Garret Graves,"Wicker, Roger",True,0,"[""Transportation and Infrastructure"", ""Commerce, Science, and Transportation""]",Both were co-sponsors of H.R.5671 - American Fisheries Advisory Committee Act
Garret Graves,"Wyden, Ron",True,0,[],"Both were co-sponsors of H.R.142 - Coastal Wetlands Planning, Protection and Restoration Act."
Gilbert Cisneros,Greg Gianforte,False,0,[],
Garret Graves,Zoe Lofgren,True,0,"[""Transportation and Infrastructure"", ""Science, Space, and Technology""]",H.R.4044 - Open Courts Act of 2019
Gilbert Cisneros,Harley E. Rouda Jr.,True,0,[],H.Res.777
Gilbert Cisneros,"Hoeven, John",False,0,[],
Gilbert Cisneros,James E. Banks,False,0,[],
Gilbert Cisneros,James French Hill,True,0,"[""Financial Services""]",H.Res.492
Gilbert Cisneros,James R. Langevin,True,0,"[""Armed Services""]",H.Res.44
Gilbert Cisneros,James E Hon Banks,True,0,"[""Armed Services Committee""]",H.R.1423 - Fallen Heroes Family Act
Gilbert Cisneros,John A. Yarmuth,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Gilbert Cisneros,Joe Courtney,True,0,"[""Armed Services Committee""]","H.R.5494 - To amend title 38, United States Code, to provide for a consistent eligibility date for provision of rehabilitation programs for veterans with service-connected disabilities."
Gilbert Cisneros,John Curtis,True,0,[],"Both co-sponsored H.R.5404 - To designate the facility of the United States Postal Service located at 1350 North Academy Boulevard in Colorado Springs, Colorado, as the ""Major David Lyon Post Office Building""."
Gilbert Cisneros,John Rutherford,True,0,"[""Veterans' Affairs""]",H.Res.690
Gilbert Cisneros,Josh Gottheimer,True,0,"[""Financial Services Committee""]",Both co-sponsored H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act.
Gilbert Cisneros,Justin Amash,True,0,[],"H.R.4995 - To amend title 18, United States Code, to prohibit the manufacture, sale, or possession of certain firearm parts that may be used to assemble undetectable firearms."
Gilbert Cisneros,K. Michael Conaway,True,0,"[""Armed Services Committee""]",H.R.5404 - Fallen Warrior Battlefield Cross Memorial Act
Gilbert Cisneros,Katherine M. Clark,True,0,[],H.Res.77
Gilbert Cisneros,Kathy Castor,True,0,"[""Energy and Commerce Committee""]",H.Res.330
Gilbert Cisneros,Kevin Hern,True,0,[],H.Res.676
Gilbert Cisneros,"King, Angus",False,0,[],
Gilbert Cisneros,Lois Frankel,True,0,"[""Appropriations""]",H.Res.779
Gilbert Cisneros,Lloyd Doggett,True,0,"[""Ways and Means""]",Both co-sponsored H.R.5377 - Restoring Tax Fairness for States and Localities Act.
Gilbert Cisneros,"Loeffler, Kelly",False,0,[],
Gilbert Cisneros,Michael Garcia,True,0,[],H.Res.1392
Gilbert Cisneros,Mark Dr Green,True,0,"[""House Armed Services Committee""]",H.Res. 246: Expressing the sense of the House of Representatives that the United States should establish a comprehensive plan to address the security and humanitarian crisis in Venezuela.
Gilbert Cisneros,"McConnell, A. Mitchell Jr.",True,0,[],H.R.920 - Purple Heart Freedom to Work Act
Gilbert Cisneros,Mark Green,True,0,"[""Homeland Security""]","H.Res. 246: Expressing the sense of the House of Representatives that the United States should establish a comprehensive, strategic, and long-term policy to address the political, economic, and security challenges caused by climate change."
Gilbert Cisneros,Michael K. Simpson,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Gilbert Cisneros,Michael Patrick Guest,True,0,[],H.Res. 246
Gilbert Cisneros,Mikie Sherrill,True,0,"[""Armed Services Committee""]","H.Res.41 (Recognizing the month of April 2019 as ""Second Chance Month"" to highlight the importance of reentry."
Gilbert Cisneros,Mo Brooks,True,0,"[""House Armed Services Committee""]","H.R.5404 - To amend title 38, United States Code, to provide for extensions of the time limitations for use of entitlement under the laws administered by the Secretary of Veterans Affairs for educational assistance under the Post-9/11 Educational Assistance Program, and for other purposes."
Gilbert Cisneros,"Moran, Jerry",True,0,[],H.R.5377 - Eliminating Backlogs Act of 2019
Gilbert Cisneros,Nancy Pelosi,True,0,[],H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
Gilbert Cisneros,"Perdue, David",True,0,[],H.Res.41 (Recognizing the importance of the United States-Mexico economic relationship)
Gilbert Cisneros,Peter Welch,True,0,"[""Oversight and Reform""]",H.Res.697
Gilbert Cisneros,Raúl M. Grijalva,True,0,"[""Natural Resources""]",H.R.5377: To designate a portion of the Arctic National Wildlife Refuge as wilderness.
Gilbert Cisneros,"Peters, Gary",True,0,"[""Financial Services Committee""]",Both co-sponsored H.R.5404 - Protecting the Right to Organize Act of 2019.
Gilbert Cisneros,Richard W. Allen,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Gilbert Cisneros,Rick Larsen,True,0,"[""Armed Services Committee""]",Both co-sponsored H.R.5377 - Restoring Tax Fairness for States and Localities Act.
Gilbert Cisneros,"Roberts, Pat",False,0,[],
Gilbert Cisneros,Robert J. Wittman,True,0,"[""Armed Services""]","H.R.5395 - To designate the facility of the United States Postal Service located at 103 West Main Street in McLain, Mississippi, as the ""Corporal Gene Cole Post Office Building""."
Gilbert Cisneros,Robert E. Latta,True,0,[],"H.R.5404 - To designate the facility of the United States Postal Service located at 135 Main Street in Biloxi, Mississippi, as the ""Robert S. McKeithen Post Office Building""."
Gilbert Cisneros,Roger W. Marshall,True,0,[],"H.R.5404 - To amend title 38, United States Code, to provide for extensions of the time limitations for use of entitlement under the laws administered by the Secretary of Veterans Affairs for educational assistance under the Post-9/11 Educational Assistance Program in cases in which certain institutions of higher learning close."
Gilbert Cisneros,Susan W. Brooks,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Gilbert Cisneros,Susan A. Davis,True,0,"[""Armed Services Committee""]",H.Res.772 - Condemning the Government of Iran’s state-sponsored persecution of its Baha’i minority and its continued violation of human rights.
